organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,"tx_curr (n, dsd)","tx_curr (n, dsd, age_gt10sex)","tx_curr (n, dsd, age_lt10)","tx_new (n, dsd)","pmtct_stat (d, dsd, age) v2","pmtct_stat (n, dsd)","pmtct_stat (n, dsd, age)","pmtct_stat (n, dsd, ageknownnewresult)","pmtct_art (n, dsd, newexistingart)","pmtct_arv (n, dsd narrative)","pmtct_eid (n, dsd, agehivstatus)",HTC
BMcRXOAgwb8,Almanah Rescue Mission (Barkin Ladi),,,,,,,,,,,,,,0
U7fEFbVajXV,Almanah Rescue Mission (Bokkos),,,,,,,,,,,,,,0
RvdCm7LPopk,Almanah Rescue Mission (Qua'an Pan),,,,,,,,,,,,,,0
udioUZiq9rG,Alrina Primary Health Center,p.ng.APIN.6448,,,,,,,,,,,,,0
OPIChdBrY36,Aminci Hospital - Bukuru,,,,,,,,,,,,,,0
XraUL9cz6e6,Amo Katako Primary Health Center,p.ng.APIN.6163,,,,,,,,,,,,,0
XoodAFXuLoR,Amper Central Primary Health Care Center,p.ng.APIN.6279,,,,,,,,,,,,,0
y2m23OqDcyQ,Amper Model Primary Health Care Center,p.ng.Pro Health.6287,,,,,,,,,,,,,0
jgwDLouxXF4,Angwan Damen Primary Health Center,p.ng.APIN.6403,,,,,,,,,,,,,0
Ci4IlJo0THV,Angware General Hospital,p.ng.APIN.6218,,,,,,19,19,19,19,1,,14,141
vboWrBggHXt,Angware Primary Health Center,p.ng.APIN.6202,,,,,,,,,,,,,0
ghHOyeg8qeB,Assak Primary Health Center,p.ng.APIN.6158,,,,,,,,,,,,,0
AFvzmlGNU4F,Babale Primary Health Center,p.ng.APIN.6226,,,,,,,,,,,,,0
QND54hDg2hK,Bachi Maternal and Child Health Clinic,,,,,,,,,,,,,,0
eCZAaK8rCRi,Bagyar Primary Health Care Center,p.ng.Pro Health.6267,,,,,,,,,,,,,0
zPmeDqZtZJj,Bakin Kogi Primary Health Center,p.ng.APIN.6446,,,,,,,,,,,,,0
wXvwIfmgFhf,Ballang Shippang Primary Health Center,p.ng.APIN.6359,,,,,,,,,,,,,0
bV5oponGxA7,Baltep Primary Health Care Center,p.ng.Pro Health.6346,,,,,,,,,,,,,0
PwjkeBtZz4Q,Bankilong Primary Health Care Center,p.ng.Pro Health.6269,,,,,,47,47,47,47,,,0,142
DuOsYdi8FHj,Bapwai Primary Health Center,p.ng.APIN.6304,,,,,,,,,,,,,0
TMkREAB7KZ1,Barkin Ciyawa Primary Health Center,p.ng.APIN.6387,,,,,,,,,,,,,0
jUKT4xobOEf,Barkin Kogi Primary Health Center,p.ng.APIN.6149,,,,,,,,,,,,,0
HbuBf1D4gmG,Barkin Ladi General Hospital,p.ng.APIN.6148,,617,593,24,30,130,130,130,130,4,,0,209
QgsCQuvBiMq,Barkin Ladi Primary Health Center,p.ng.APIN.6156,,,,,,,,,,,,,0
N21eKkmOKGs,Bashar Primary Health Care Center,p.ng.Pro Health.6457,,,,,,,,,,,,,0
ICtIZLOsbKR,Baten Primary Health Center,p.ng.APIN.6409,,,,,,,,,,,,,0
b3FFJlCczQ4,Bene Clinic,p.ng.APIN.6441,,,,,,121,79,79,79,4,,5,308
pKa2GRJ4yVA,Bidol Primary Health Center,p.ng.APIN.6342,,,,,,,,,,,,,0
FVtsY6ONOfE,Binchi Primary Health Center,p.ng.APIN.6165,,,,,,,,,,,,,0
CzZ2c0LZzlQ,Bindi Primary Health Center,p.ng.APIN.6420,,,,,,,,,,,,,0
VyC5Ah2sxMg,Bingham University Teaching Hospital,p.ng.APIN.6243,,3433,3411,22,51,214,183,183,183,9,,72,424
v47byzKNLgX,Bisichi Primary Health Center,p.ng.APIN.6146,,,,,,,,,,,,,0
uP9zo1CAI6P,Boda Primary Health Center,p.ng.APIN.6205,,,,,,,,,,,,,0
hLMznfTCJen,Bokkos Primary Health Center,p.ng.APIN.6182,,,,,,,,,,,,,0
SdHMY0gtXVc,Bukuru Central Primary Health Center,p.ng.APIN.6245,,,,,,148,148,148,148,2,,1,307
wyclwPixYHK,Bukuru Express Primary Health Center,p.ng.APIN.6263,,,,,,393,393,393,393,14,,2,504
Ls3i7rpeaFD,Bum Primary Health Center,p.ng.APIN.6421,,,,,,,,,,,,,0
Vq69Ab7oKjk,Bumnan Primary Health Center,p.ng.APIN.6370,,,,,,,,,,,,,0
hpjgQcppxaS,Bwall Primary Health Center,p.ng.APIN.6385,,,,,,,,,,,,,0
hWlSRRa1v8q,Bwonpe Primary Health Center,p.ng.APIN.6327,,,,,,,,,,,,,0
n7H11XCfDQT,CCDP Hospital - Panyam,p.ng.APIN.6343,,874,852,22,25,26,25,25,25,12,,1,296
F3s01r4oecC,Center for Children in Crisis (Jos East),,,,,,,,,,,,,,0
Afo4SHxn1pU,Center for Children in Crisis (Langtang North),,,,,,,,,,,,,,0
qxZVbalt2dT,Center for Children in Crisis (Pankshin),,,,,,,,,,,,,,0
AHHp2tO3RdT,Chakarum Primary Health Center,p.ng.APIN.6249,,,,,,,,,,,,,0
xYI6MUAWuQO,Chanso Primary Health Center,p.ng.APIN.6331,,,,,,,,,,,,,0
CqsQADStAiT,Chip Primary Health Center,p.ng.APIN.6364,,,,,,,,,,,,,0
FREP66EmwV6,Chit Primary Health Center,p.ng.APIN.6144,,,,,,,,,,,,,0
OGXmoD0QtmQ,Chugwi Primary Health Center,p.ng.APIN.6251,,,,,,,,,,,,,0
kXMpdZaDwxW,Church of Christ in Nigeria (COCIN) Clinic - Gyel-Bukuru,p.ng.CCFN.6260,,,,,,12,12,12,12,1,,0,225
O0VhWDpRsS7,Church of Christ in Nigeria (COCIN) Hospital - Bakin Ciyawa,,,,,,,,,,,,,,0
Ylm55YT8Uc6,Church of Christ in Nigeria (COCIN) Hospital and Rehabilitation Center,p.ng.APIN.6344,,1572,1559,13,43,19,19,19,19,8,,6,668
EbFqf4Y4TF6,Church of Christ in Nigeria (COCIN) Maternity - Panyam,p.ng.APIN.6338,,,,,,,,,,,,,0
KVrnPvMAWf0,Church of Christ in Nigeria (COCIN) Primary Health Center - Ampang West,p.ng.CCFN.6341,,,,,,,,,,,,,0
U0lOcVhCtvX,Church of Christ in Nigeria (COCIN) Primary Health Center - Daffo,p.ng.CCFN.6193,,,,,,83,83,83,83,1,,0,642
ibmaofEaBqU,Church of Christ in Nigeria (COCIN) Primary Health Center - Gindiri,p.ng.CCFN.6332,,,,,,,,,,,,,0
asNhmbLE45K,Church of Christ in Nigeria (COCIN) Primary Health Center - Shendam,p.ng.CCFN.6440,,,,,,38,38,38,38,1,,0,250
dXOb1o6LaHI,Community Based Care and Support Jos,,,,,,,,,,,,,,0
KliDyHkXDRm,Dadin Kowa Comprehensive Health Center,p.ng.APIN.6257,,,,,,,,,,,,,0
k1lEklh4Q4X,Dadur Primary Health Center,p.ng.APIN.6296,,,,,,,,,,,,,0
NKonNW1nMtD,Dahwol-Lal Primary Health Center,p.ng.APIN.6259,,,,,,,,,,,,,0
Mt4Ztbz6aNl,Danwal Primary Health Center,p.ng.APIN.6417,,,,,,,,,,,,,0
OvInoMK6oef,Dawaki Primary Health Care Center,p.ng.Pro Health.6289,,,,,,44,44,44,44,,,0,173
PNKTMI5HPYc,Demshin Primary Health Center,p.ng.APIN.6394,,,,,,,,,,,,,0
wZ4FJfYUSXp,Dengi General Hospital,p.ng.Pro Health.6273,,842,815,27,54,67,67,67,67,1,,26,1294
Sm7lCeYvKlg,Dengi Primary Health Care Center,p.ng.Pro Health.6266,,,,,,,,,,,,,0
ZXzvYZIjH5l,Dikibin Primary Health Center,p.ng.APIN.6333,,,,,,,,,,,,,0
taciZ0C5dC1,Din Primary Health Care Center,p.ng.Pro Health.6356,,,,,,,,,,,,,0
J3AwTi340c0,Dinjor Primary Health Center,p.ng.APIN.6306,,,,,,,,,,,,,0
FOCX3YqMzTl,Dinya Primary Health Center,p.ng.APIN.6210,,,,,,,,,,,,,0
YSdqt0C9MGq,Doemak Primary Health Center,p.ng.APIN.6404,,,,,,,,,,,,,0
E9tGyQQHvLk,Dogon Agogo Primary Health Center,p.ng.APIN.6223,,,,,,,,,,,,,0
r5Vd5HRkTTQ,Dogon Nahawa Primary Health Center,p.ng.APIN.6264,,,,,,,,,,,,,0
hwioBczypIp,Doka Kasuwa Primary Health Center,p.ng.APIN.6395,,,,,,,,,,,,,0
PO7wchS3gEt,Dokan Tofa Primary Health Center,p.ng.APIN.6431,,,,,,,,,,,,,0
vgg0TKKT3Zn,Dong Primary Health Center,p.ng.APIN.6222,,,,,,,,,,,,,0
bRBQcNzu8T1,Dorong Primary Health Center,p.ng.APIN.6200,,,,,,,,,,,,,0
bN9Is6liLi6,Dorowa Babuje Primary Health Center,p.ng.APIN.6137,,,,,,,,,,,,,0
Sn50kmr6W7R,Duk-Pai Primary Health Center,p.ng.APIN.6376,,,,,,,,,,,,,0
RLqd5sqSkJA,Dungung Primary Health Care Center,p.ng.Pro Health.6292,,,,,,,,,,,,,0
HZB1wwjs167,Dyerok Cottage Hospital,p.ng.APIN.6375,,,,,,,,,,,,,0
ELflVftyWM1,Ekan Fobur Primary Health Center,p.ng.APIN.6207,,,,,,,,,,,,,0
LO9sZRSmIN4,Enos Hospital - Miango,,,,,,,,,,,,,,0
n3n9tC9qDI4,Evangelical Church of West Africa (ECWA) Comprehensive Hospital - Bukuru,p.ng.CCFN.6256,,,,,,,,,,,,,0
zzxXMjcoHez,Evangelical Church of West Africa (ECWA) Health Clinic - Miango,p.ng.CCFN.6174,,,,,,72,72,72,72,1,,0,302
g19eVBilFP8,Evangelical Church of West Africa (ECWA) Health Clinic - Rimi,p.ng.CCFN.6175,,,,,,16,16,16,16,0,,0,627
gTSFUf3vFl3,Evangelical Church of West Africa (ECWA) Health Clinic - Tudun Wada,p.ng.CCFN.6238,,,,,,11,11,11,11,0,,0,477
UJA7SoZC1Of,Evangelical Church of West Africa (ECWA) Health Clinic - Zabolo,p.ng.CCFN.6239,,,,,,13,13,13,13,0,,0,132
mUl4JuMOa87,Fadan Fobur Primary Health Center,p.ng.APIN.6203,,,,,,,,,,,,,0
CvVzWAc0dLb,Faith Alive Foundation,,,4835,4745,90,151,143,143,143,143,21,,67,1636
A3Z1RFIoIjR,Farin Lamba Primary Health Center,p.ng.APIN.6253,,,,,,,,,,,,,0
Bu4gBcz1buN,Fier Primary Health Center,p.ng.APIN.6367,,,,,,,,,,,,,0
HRSebgYDuQI,Foron Primary Health Center,p.ng.APIN.6147,,,,,,,,,,,,,0
RHO4cuKeC5R,Fujing Primary Health Center,p.ng.APIN.6391,,,,,,,,,,,,,0
HrnjXdpp0fY,Fuskar Mata Primary Health Center,p.ng.APIN.6159,,,,,,,,,,,,,0
RADcv42iyct,Fwam Primary Health Center,p.ng.APIN.6326,,,,,,,,,,,,,0
qrIN9I5Ycn8,Gada Primary Health Center,p.ng.APIN.6217,,,,,,,,,,,,,0
vUNv8IEVfLU,Gamakai Primary Health Care Center,p.ng.Pro Health.6316,,,,,,,,,,,,,0
eTL3wpbKues,Ganawuri Primary Health Center,p.ng.APIN.6419,,,,,,,,,,,,,0
VkwMfFl10Vd,Garduam Primary Health Care Center,p.ng.Pro Health.6276,,,,,,,,,,,,,0
UX5mDV7aqmT,Garga Primary Health Care Center,p.ng.Pro Health.6275,,,,,,,,,,,,,0
ZmQBRUIgO6z,Garkawa I Primary Health Care Center,p.ng.Pro Health.6353,,,,,,,,,,,,,0
zJjEv6wh2yR,Garkawa II Primary Health Care Center,p.ng.Pro Health.6352,,,,,,61,61,61,61,1,,0,176
fjNtIOF6Qs4,Gassa Primary Health Center,p.ng.APIN.6138,,,,,,,,,,,,,0
TP3j2CS7Yo8,Gazum Primary Health Center,p.ng.APIN.6295,,,,,,,,,,,,,0
Qpft935IkLm,Gboloko Cottage Hospital,p.ng.CIHP.4956,,,,,,,,,,,,,0
hSSaiaiSeSW,Gidan Adamu Primary Health Center,p.ng.APIN.6449,,,,,,,,,,,,,0
JBExVxXOsfD,Gindiri Comprehensive Health Center,p.ng.APIN.6339,,,,,,,,,,,,,0
N16klYVFvIH,Gindiri Primary Health Center,p.ng.APIN.6329,,,,,,,,,,,,,0
Ot08sWGYOX0,Godiya Clinic,p.ng.APIN.6426,,,,,,,,,,,,,0
YqkA1JT6PUK,Gora Primary Health Center,p.ng.APIN.6201,,,,,,,,,,,,,378
MRNcNOs1UT6,Gumsher Primary Health Care Center,p.ng.Pro Health.6277,,,,,,19,19,19,19,,,0,49
Y7acXNUu1uT,Gwamlar Primary Health Care Center,p.ng.Pro Health.6270,,,,,,,,,,,,,0
SuWyOLLTRkv,Gwotkat Primary Health Care Center,p.ng.Pro Health.6354,,,,,,,,,,,,,0
akyOs7xVyCw,Gyambwas Primary Health Center,p.ng.APIN.6322,,,,,,,,,,,,,0
xgxShJhyufZ,Gyanggyang Primary Health Care Center,p.ng.Pro Health.6271,,,,,,,,,,,,,0
YiWpr7v0S49,Halle Primary Health Center,p.ng.APIN.6321,,,,,,,,,,,,,0
hqimPieNVOn,HALT AIDS,,,,,,,,,,,,,,0
E9ZPipmgnuz,HALT AIDS,,,,,,,,,,,,,,0
mNgEm5reADf,HALT AIDS,,,,,,,,,,,,,,0
uj1fN55rIGx,HALT AIDS,,,,,,,,,,,,,,0
a1RtF32cDMo,Hassale Primary Health Center,p.ng.APIN.6176,,,,,,,,,,,,,0
ZYGTQHclf4s,Heipang Primary Health Center,p.ng.APIN.6151,,,,,,,,,,,,,0
i8E9QKfDGez,Horop Primary Health Center,p.ng.APIN.6196,,,,,,,,,,,,,0
ZPGKjLSnP1J,Janeret Primary Health Center,p.ng.APIN.6377,,,,,,,,,,,,,0
AFZC3z3rJyj,Jantu Primary Health Center,p.ng.APIN.6405,,,,,,,,,,,,,0
lnU20Dzw8ps,Jarmai Primary Health Care Center,p.ng.Pro Health.6272,,,,,,,,,,,,,0
FyWuiIcPL5v,Jebbu Bassa Primary Health Center,p.ng.APIN.6177,,,,,,,,,,,,,0
sB4vAtFZkGH,Jengre Family Health Clinic,p.ng.APIN.6178,,,,,,,,,,,,,0
RB4EPKVMukL,Jengre Primary Health Center,p.ng.APIN.6162,,,,,,,,,,,,,0
LjqTOCycjiF,Jenta Apata Primary Health Center,p.ng.APIN.6230,,,,,,,,,,,,,0
s6j25mUDFs7,Jibam Primary Health Center,p.ng.APIN.6363,,,,,,,,,,,,,0
eqs7ZjaluSh,Jimi Primary Health Care Center,p.ng.Pro Health.6290,,,,,,,,,,,,,0
CEA5SE3b9JF,Jing Primary Health Center,p.ng.APIN.6372,,,,,,,,,,,,,0
ghjonZBSkEr,Jivir Primary Health Center,p.ng.APIN.6361,,,,,,,,,,,,,0
PkUtY2lUgjj,Jol Primary Health Center,p.ng.APIN.6413,,,,,,,,,,,,,0
dtgqizrS1Me,Jos University Teaching Hospital,p.ng.APIN.6234,,8926,8776,150,105,843,813,813,813,23,,62,1099
vuaFO2Th4md,Julie Useni Memorial Clinic - Tillam,p.ng.APIN.6303,,,,,,,,,,,,,0
b3KSl6HOMk7,Kabong Primary Health Center,p.ng.APIN.6228,,,,,,,,,,,,,0
rjWa6cKRhc7,Kabwir Primary Health Care Center,p.ng.Pro Health.6285,,,,,,,,,,,,,0
DqobthiUK0h,Kadunu Primary Health Center,p.ng.APIN.6334,,,,,,,,,,,,,0
m9JfoM8qC7O,Kagu Primary Health Center,p.ng.APIN.6373,,,,,,,,,,,,,0
y4fNUi58B1l,Kalong Primary Health Center,p.ng.APIN.6439,,,,,,,,,,,,,0
FIL4SWqGgjc,Kamkum Primary Health Care Center,p.ng.Pro Health.6318,,,,,,,,,,,,,0
PG3rDs9Lc9G,Kamwai Primary Health Center,p.ng.APIN.6187,,,,,,,,,,,,,0
wuCeDdtHYAn,Kantana Primary Health Care Center,p.ng.Pro Health.6274,,,,,,,,,,,,,0
U7xLCtGgHKp,Kapwis Primary Health Center,p.ng.APIN.6152,,,,,,,,,,,,,0
knBOxGAK7tC,Karkashi Primary Health Care Center,p.ng.Pro Health.6319,,,,,,,,,,,,,0
B2Lnm07WDXi,Kashidung Primary Health Center,p.ng.APIN.6211,,,,,,,,,,,,,0
yIZqHdsqIyg,Kawam Primary Health Center,p.ng.APIN.6171,,,,,,,,,,,,,0
v9WcV8UHXKV,Kerang Primary Health Center,p.ng.APIN.6325,,,,,,,,,,,,,0
GzkXkgCxePS,Kerker Primary Health Center,p.ng.APIN.6208,,,,,,,,,,,,,0
w33zfZGkWpa,Kogom Primary Health Center,p.ng.APIN.6250,,,,,,,,,,,,,0
ZL35XV0vW9J,Kuba Primary Health Center,p.ng.APIN.6186,,,,,,,,,,,,,0
zBbOi4D0h8a,Kugot Primary Health Center,p.ng.APIN.6142,,,,,,,,,,,,,0
ae7x7aY4htR,Kuka Primary Health Center,p.ng.APIN.6442,,,,,,,,,,,,,0
IijuFJGUzSJ,Kumbul Primary Health Center,p.ng.APIN.6362,,,,,,,,,,,,,0
f39UW8IVnmH,Kumkwam Primary Health Center,p.ng.APIN.6305,,,,,,,,,,,,,0
RESMTjqorpm,Kungba Primary Health Center,p.ng.APIN.6197,,,,,,,,,,,,,0
ydS8UzAEhTk,Kura Falls Primary Health Center,p.ng.APIN.6139,,,,,,,,,,,,,0
ffvK6rVG724,Kurgwi Primary Health Center,p.ng.APIN.6396,,,,,,,,,,,,,0
MTnK2L7mgVp,Kuru Primary Health Center,p.ng.APIN.6254,,,,,,,,,,,,,0
UWVhfj9UEgh,Kurum Lazai Primary Health Center,p.ng.APIN.6429,,,,,,,,,,,,,0
K7GVh1tcPUC,Kuwang Primary Health Center,p.ng.APIN.6229,,,,,,,,,,,,,0
Zmi9qiJScjR,Kwa Primary Health Center,,,,,,,,,,,,,,0
Oac1FBm8prU,Kwal Primary Health Care Center,p.ng.Pro Health.6283,,,,,,,,,,,,,0
s6E1vAZOTui,Kwall Primary Health Center,p.ng.APIN.6168,,,,,,,,,,,,,0
Axs1Yufa0Pp,Kwalla General Hospital,p.ng.APIN.6401,,418,416,2,2,17,17,17,17,2,,1,219
F2piaGZn8v8,Kwande Primary Health Center,p.ng.APIN.6393,,,,,,,,,,,,,0
kPlGSrLgHoz,Kwang 1 Primary Health Center,p.ng.APIN.6390,,,,,,,,,,,,,0
iclSeYLTqFw,Kwang II Primary Health Center,p.ng.APIN.6389,,,,,,,,,,,,,0
sYH9xCr5YLx,Kwang Primary Health Care Center,p.ng.Pro Health.6293,,,,,,,,,,,,,0
gg6JtkJAaLO,Kwatas Primary Health Center,p.ng.APIN.6188,,,,,,,,,,,,,0
mdYTZWRXrHD,Kwi Primary Health Center,p.ng.APIN.6407,,,,,,,,,,,,,0
xRbUpxygGu6,Kwoot Primary Health Center,p.ng.APIN.6397,,,,,,,,,,,,,0
eSv0mvAmyC2,Kyankyang Primary Health Care Center,p.ng.Pro Health.6286,,,,,,73,73,73,73,1,,0,179
RBDn6Woc0gC,Lalin Primary Health Care Center,p.ng.Pro Health.6347,,,,,,,,,,,,,0
FXF8GogbGGI,Lamingo Primary Health Center,p.ng.APIN.6227,,,,,,,,,,,,,0
NMXcmkeq1n8,Langai Primary Health Center,p.ng.APIN.6330,,,,,,,,,,,,,0
SCBSw7QNNrY,Langkaku Primary Health Center,p.ng.APIN.6384,,,,,,,,,,,,,0
S9dZ0kQ027V,Langkang Primary Health Center,p.ng.APIN.6378,,,,,,,,,,,,,0
j0UqLuoShBv,Langshi Primary Health Care Center,p.ng.Pro Health.6288,,,,,,,,,,,,,0
iDWMycnYXLo,Langtang Primary Health Center,p.ng.APIN.6294,,,,,,,,,,,,,0
qpiOWTeiAaw,Langzok Primary Health Center,p.ng.APIN.6379,,,,,,,,,,,,,0
qH44AjzEXY4,Larwin Primary Health Center,p.ng.APIN.6153,,,,,,,,,,,,,0
d2fNGgHYWef,Lifidi Primary Health Care Center,p.ng.Pro Health.6350,,,,,,,,,,,,,0
Q0pNbvA3K9O,Limun Primary Health Center,p.ng.APIN.6297,,,,,,,,,,,,,0
t5FuRvYRNfN,Lipchok Primary Health Center,p.ng.APIN.6298,,,,,,,,,,,,,0
AjTzRJCagTa,Lohkang Primary Health Care Center,p.ng.Pro Health.6312,,,,,,,,,,,,,0
t5y2QkWH1qK,Longvel Primary Health Center,p.ng.APIN.6437,,,,,,,,,,,,,0
RPJgdOX5gO5,Low Cost Primary Health Center,p.ng.APIN.6246,,,,,,,,,,,,,0
xvugB5Ntsg7,Lu-Lawan Primary Health Center,p.ng.APIN.6450,,,,,,,,,,,,,0
NxxqFONCFDw,Luham Primary Health Care Center,p.ng.Pro Health.6348,,,,,,,,,,,,,0
tj5yVJXYIPC,Lur Primary Health Care Center,p.ng.Pro Health.6284,,,,,,,,,,,,,0
vJcFxitYJjG,Lwa Primary Health Center,p.ng.APIN.6418,,,,,,,,,,,,,0
wdlAkN3aUbn,M/Demshin Model Primary Health Center,p.ng.APIN.6398,,,,,,,,,,,,,0
KSn1AS9deG0,Mabudi Primary Health Care Center,p.ng.Pro Health.6310,,,,,,66,66,66,66,2,,3,98
pbVuXghYKa2,Magama Primary Health Care Center,p.ng.Pro Health.6315,,,,,,,,,,,,,0
LPkBVg1HQPa,Maijuju Primary Health Center,p.ng.APIN.6219,,,,,,,,,,,,,0
Jx8O2wJQxrM,Maikatako Primary Health Center,p.ng.APIN.6185,,,,,,,,,,,,,0
v2K1zdydO6e,Mandung Mushu Primary Health Center,p.ng.APIN.6184,,,,,,,,,,,,,0
gmgl4yKVsIS,Mangar Primary Health Center,p.ng.APIN.6183,,,,,,,,,,,,,0
ysDlP05LB3e,Mangif Primary Health Center,p.ng.APIN.6198,,,,,,,,,,,,,0
eAM9CE6xQD6,Mangu General Hospital,p.ng.APIN.6337,,438,419,19,25,101,101,101,101,3,,,501
q0tGktzTnba,Mangu Town Primary Health Center,p.ng.APIN.6320,,,,,,,,,,,,,0
Z7RoctlBspk,Mangun Primary Health Center,p.ng.APIN.6328,,,,,,,,,,,,,0
QiM4bt0igCl,Manguna Primary Health Center,p.ng.APIN.6189,,,,,,,,,,,,,0
GvmiirSBskl,Maraba Demshin Primary Health Center,p.ng.APIN.6443,,,,,,,,,,,,,0
Nw9kga66NlY,Marafa Primary Health Center,p.ng.APIN.6172,,,,,,,,,,,,,0
Tq4t103qXfJ,Mararaban Kantoma Primary Health Center,p.ng.APIN.6154,,,,,,,,,,,,,0
O9je8UDJy36,Mashiah Foundation (Bassa),,,,,,,,,,,,,,0
kG95kTXQscr,Mashiah Foundation (Jos North),,,,,,,,,,,,,,0
CrCZk8hMKLT,Mathanmi Primary Health Center,p.ng.APIN.6240,,,,,,,,,,,,,0
TuN6SAEve8A,Matol Primary Health Center,p.ng.APIN.6181,,,,,,,,,,,,,0
TGsy8pKsBgj,May Hospital - Shendam,p.ng.APIN.6428,,,,,,63,53,53,53,4,,0,512
hbKwGr1F5YG,Mbar Primary Health Center,p.ng.APIN.6192,,,,,,,,,,,,,0
Sp82xjqKixI,Mere Primary Health Center,p.ng.APIN.6411,,,,,,,,,,,,,0
UUIGB353cqx,MHC Bachi Primary Health Center,p.ng.APIN.6155,,,,,,,,,,,,,0
LfTT2fD9lym,Miango Primary Health Center,p.ng.APIN.6167,,,,,,,,,,,,,0
RAKuVJYKzqo,Miket Primary Health Center,p.ng.APIN.6392,,,,,,,,,,,,,0
yfSyQc5x9Pu,Mile 8 Primary Health Center,p.ng.APIN.6368,,,,,,,,,,,,,0
E0dSYkClXtO,Mista Ali Primary Health Center,p.ng.APIN.6160,,,,,,,,,,,,,0
fJ1LfyT0ije,MMC Pankshin,p.ng.APIN.6371,,,,,,,,,,,,,0
RURr63lQ1KT,Moekat Primary Health Center,p.ng.APIN.6435,,,,,,,,,,,,,0
dPBM63J4BNT,Mozum Primary Health Center,p.ng.CIHP.4957,,,,,,,,,,,,,0
wamMbMckEnj,Murish Primary Health Center,p.ng.APIN.6335,,,,,,,,,,,,,0
ilWdYL8r6xu,Murna Primary Health Center,p.ng.APIN.6241,,,,,,,,,,,,,0
SbJ98CpMy2d,Mushere Central Primary Health Center,p.ng.APIN.6190,,,,,,,,,,,,,0
TdZukHbxWdC,Nakwang Primary Health Center,p.ng.APIN.6213,,,,,,,,,,,,,0
AusuMYvADn1,Namu Primary Health Center,p.ng.APIN.6386,,,,,,,,,,,,,0
fR7yGmlacWw,Nangar Primary Health Care Center,p.ng.Pro Health.6268,,,,,,,,,,,,,0
k0OI9PPMlH1,Naraguta Primary Health Center,p.ng.APIN.6225,,,,,,,,,,,,,0
fN0gVuMbXSg,Naton Fusa Primary Health Center,p.ng.APIN.6212,,,,,,20,20,20,20,0,,0,42
QNP1DF79x5l,Nemel Primary Health Care Center,p.ng.Pro Health.6278,,,,,,,,,,,,,0
V3h5nfjOlNW,Niyes Primary Health Center,p.ng.APIN.6323,,,,,,,,,,,,,0
CSzLql5hTEL,Njak Primary Health Center,p.ng.APIN.6399,,,,,,,,,,,,,0
GlO0LUyXPYZ,Nkun Primary Health Center,p.ng.APIN.6423,,,,,,,,,,,,,0
quVP9Pfnkv8,Npoll Primary Health Center,p.ng.APIN.6436,,,,,,,,,,,,,0
Ps80ygJgZFq,Ntuer Primary Health Center,p.ng.APIN.6451,,,,,,,,,,,,,0
LwSxyrCnOAQ,Nubatong Primary Health Center,p.ng.APIN.6265,,,,,,,,,,,,,0
vvhqerBOVDC,Nyak Primary Health Center,p.ng.APIN.6452,,,,,,,,,,,,,0
dJfarc5x9hv,Nyer Primary Health Center,p.ng.APIN.6300,,,,,,,,,,,,,0
U3gjkDNsOCp,Nziring Primary Health Center,p.ng.APIN.6141,,,,,,,,,,,,,0
U37ZF2ADL7R,Oguma General Hospital,p.ng.CIHP.4958,,,,,,,,,,,,,0
qL5l8Gp9OD2,Oguma Primary Health Center,p.ng.CIHP.4955,,,,,,,,,,,,,0
lpWCs8RpDIj,Oreedam Primary Health Center,p.ng.APIN.6179,,,,,,,,,,,,,0
gIwyL7hTdGY,Our Lady of Apostle (OLA) Hospital - Jos,p.ng.APIN.6224,,1435,1430,5,38,239,239,239,239,12,,54,695
FwSq4UCcsBR,Our Lady of Apostles Clinic - Bokkos,p.ng.CCFN.6195,,,,,,12,12,12,12,0,,0,86
hYJRia4gWsT,Pandadi Primary Health Center,p.ng.APIN.6145,,,,,,,,,,,,,0
vw1dcHpck6c,Pandam Primary Health Center,p.ng.APIN.6382,,,,,,,,,,,,,0
a9QRiuuNaRv,Pankshin General Hospital,p.ng.APIN.6374,,829,805,24,50,122,122,122,122,7,,4,586
f2UtPRepqcP,Panyam Primary Health Center,p.ng.APIN.6324,,,,,,,,,,,,,0
XIQi35kILvl,Panzam Primary Health Center,p.ng.APIN.6307,,,,,,,,,,,,,0
ZCwXEtDhBnG,Piapung Primary Health Care Center,p.ng.Pro Health.6351,,,,,,,,,,,,,0
jWzyoNVhKtz,Pilgani Primary Health Center,p.ng.APIN.6299,,,,,,,,,,,,,0
XVhqXLiWxOF,Planned Parenthood Federation of Nigeria (PPFN) Primary Health Center - Ganawuri,p.ng.APIN.6416,,,,,,,,,,,,,0
ugfwVdwIuIj,Plateau State Specialist Hospital,p.ng.APIN.6233,,3394,3310,84,118,473,471,471,471,41,,12,1632
ewm6ye84Eey,Poeship Primary Health Center,p.ng.APIN.6432,,,,,,,,,,,,,0
Lxct8CPNUGw,Police Clinic,,,,,,,,,,,,,,0
y145eH8AUVj,Prison Clinic Primary Health Center,p.ng.APIN.6453,,,,,,,,,,,,,0
LfC9UfJW9Wm,Pushit Primary Health Center,p.ng.APIN.6340,,,,,,,,,,,,,0
EQKQ0Re2ZgY,Ra-hoss Primary Health Center,p.ng.APIN.6410,,,,,,,,,,,,,0
